gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
SPRR2G	822908	602	28	22470	6006	0	0	0	0	33	0	1714440	1	1
SPRR3	426723	748	28	49728	15036	0	0	0	0	50	0	2390220	1	1
SPRR4	426723	748	28	24612	6132	0	0	0	0	5	0	168000	1	1
SPRY1	98850	613	21	95046	26418	0	0	0	0	50	0	2534028	1	1
SPRY2	44501	729	60	92484	27468	0	0	0	0	50	0	2362710	1	1
SPRY3	NaN	NaN	NaN	83874	25368	0	0	0	0	50	1	4702656	1	1
SPRY4	394296	573	28	94458	28644	0	0	0	0	50	0	2620590	1	1
SPRYD3	1726226	177	38	135576	37170	0	0	0	0	50	0	2599254	1	1
SPRYD4	2793663	184	61	60648	18732	0	0	0	0	50	0	3139626	1	1
SPRYD5	4214	1074	-46	139860	34398	0	0	0	0	50	0	2362332	1	1
SPSB1	980939	281	32	79296	24780	0	0	0	0	50	0	2644026	1	1
SPSB2	2822601	232	32	75978	25326	0	0	0	0	50	0	2437680	1	1
SPSB3	1604603	288	36	106764	30828	0	0	0	0	50	0	2444148	1	1
SPSB4	245950	574	22	77490	26586	0	0	0	0	50	0	2467962	1	1
SPTA1	177547	940	1	751338	189126	0	0	0	0	50	0	2744448	1	1
SPTB	584151	204	38	711186	195006	0	0	0	0	50	0	2163966	1	1
SPTBN1	714370	430	22	745122	191184	0	0	0	0	50	0	2596818	1	1
SPTBN2	1432488	187	46	710850	211092	0	0	0	0	50	1	2895816	1	1
SPTBN4	915378	177	37	760368	238434	0	0	0	0	50	0	2610468	1	1
SPTBN5	874211	259	40	1082760	326424	0	0	0	0	50	0	2883804	1	1
SPTLC1	485523	340	32	147756	39606	0	0	0	0	50	0	2047248	1	1
SPTLC2	500852	320	40	170520	47838	0	0	0	0	50	0	1978242	1	1
SPTLC3	64005	571	-59	168924	45654	0	0	0	0	50	0	2328648	1	1
SPTY2D1	637558	457	28	204456	57372	0	0	0	0	50	0	2596356	1	1
SPZ1	316792	617	34	131502	31416	0	0	0	0	50	0	2407818	1	1
SQLE	518053	572	19	162708	46956	0	0	0	0	50	0	1930236	1	1
SQRDL	201356	490	1	136290	38724	0	0	0	0	50	1	2694678	1	1
SQSTM1	1610057	359	38	132552	37926	0	0	0	0	50	0	2130282	1	1
SR140	361096	467	23	324492	78708	0	0	0	0	50	2	3726954	1	1
SRA1	706371	319	29	70686	20916	0	0	0	0	50	0	2779980	1	1
SRBD1	73148	419	28	305634	80682	0	0	0	0	50	0	2319954	1	1
SRC	685195	571	60	161658	46872	0	0	0	0	50	0	2004366	1	1
SRCAP	1632278	158	61	918582	318360	0	0	0	0	50	0	2777880	1	1
SRCIN1	1028227	232	33	343938	112686	0	0	0	0	50	0	2288412	1	1
SRCRB4D	870785	220	59	168882	53886	0	0	0	0	50	1	2250444	1	1
SRD5A1	253440	585	-1	78204	22092	0	0	0	0	50	0	2022846	1	1
SRD5A2	157835	693	3	75390	23142	0	0	0	0	50	0	2408238	1	1
SRD5A3	235221	348	8	95340	27510	0	0	0	0	50	0	2167158	1	1
SREBF1	1129921	260	21	339990	114870	0	0	0	0	50	0	2707320	1	1
SREBF2	1336623	243	62	336126	104622	0	0	0	0	50	0	2208486	1	1
SRF	1308754	363	35	146244	49182	0	0	0	0	50	0	2635500	1	1
SRFBP1	70781	809	-4	132510	33810	0	0	0	0	50	0	2206512	1	1
SRGAP1	320926	460	-13	334782	86562	0	0	0	0	50	1	2377326	1	1
SRGAP2	472089	300	6	300888	81396	0	0	0	0	50	0	2966418	1	1
SRGAP3	373293	469	22	340074	90720	0	0	0	0	50	2	3804024	1	1
SRGN	766231	183	55	47922	13440	0	0	0	0	50	1	2485056	1	1
SRI	157359	454	23	64092	16170	0	0	0	0	50	0	2146536	1	1
SRL	825667	154	32	142632	39312	0	0	0	0	50	1	2752176	1	1
SRM	577167	408	34	93030	25284	0	0	0	0	50	0	2543394	1	1
SRMS	1262904	298	54	144270	44604	0	0	0	0	50	1	2218902	1	1
SRP14	846041	256	23	42126	11928	0	0	0	0	50	1	2347422	1	1
SRP19	242849	340	34	45654	11424	0	0	0	0	50	0	2134986	1	1
SRP54	629868	171	32	161574	36876	0	0	0	0	50	0	2474514	1	1
SRP68	1611239	218	22	193368	51828	0	0	0	0	50	0	2840712	1	1
SRP72	662749	594	27	209832	53508	0	0	0	0	50	0	2741130	1	1
SRP9	927421	168	9	38472	9786	0	0	0	0	50	0	2377410	1	1
SRPK1	761613	404	28	204750	50778	0	0	0	0	50	0	3062304	1	1
SRPK2	452775	468	34	221466	55986	0	0	0	0	50	1	2169804	1	1
SRPK3	2103463	NaN	30	172830	49182	0	0	0	0	50	0	2470062	1	1
SRPR	385871	426	29	193326	54768	0	0	0	0	50	0	2694930	1	1
SRPRB	513771	523	23	81942	23898	0	0	0	0	50	0	1809822	1	1
SRPX	141319	NaN	17	140658	39648	0	0	0	0	50	1	2522814	1	1
SRPX2	190839	NaN	23	141540	39144	0	0	0	0	15	0	799386	1	1
SRR	780080	271	29	102186	30240	0	0	0	0	50	0	2699214	1	1
SRRD	163136	553	-46	103320	28728	0	0	0	0	50	0	2389170	1	1
SRRM1	466068	348	27	265524	84630	0	0	0	0	50	1	2519202	1	1
SRRM2	1717244	210	42	770322	277368	0	0	0	0	23	0	1513302	1	1
SRRM3	851224	195	50	190008	63882	0	0	0	0	50	1	2389338	1	1
SRRM4	116468	835	2	182700	54684	0	0	0	0	50	0	2404962	1	1
SRRM5	NaN	NaN	NaN	216132	59178	0	0	0	0	50	1	4736466	1	1
SRRT	1339207	433	48	270228	70854	0	0	0	0	50	0	2825928	1	1
SRXN1	622277	480	42	39270	13650	0	0	0	0	50	1	3320856	1	1
SRY	0	0	0	61824	15666	0	0	0	0	50	0	2497992	1	1
SS18	167310	632	37	133308	30366	0	0	0	0	50	0	1983870	1	1
SS18L1	861466	288	-13	123816	31542	0	0	0	0	50	0	2270016	1	1
SS18L2	350455	445	42	24612	6132	0	0	0	0	7	0	450996	1	1
SSB	338901	489	35	134610	30702	0	0	0	0	50	0	1843044	1	1
SSBP1	200522	844	14	47544	11928	0	0	0	0	50	0	2086728	1	1
SSBP2	159943	864	23	114912	29988	0	0	0	0	50	0	3222996	1	1
SSBP3	695802	369	25	122598	33012	0	0	0	0	50	1	2713536	1	1
SSBP4	1384225	259	42	120120	34356	0	0	0	0	50	0	2840670	1	1
SSC5D	NaN	NaN	NaN	447174	154854	0	0	0	0	50	1	4832142	1	1
SSFA2	180253	346	18	389256	107940	0	0	0	0	50	0	2306472	1	1
SSH1	474364	293	45	346290	99372	0	0	0	0	50	0	2585562	1	1
SSH2	724760	390	21	427266	118314	0	0	0	0	50	1	3731952	1	1
SSH3	1369264	177	44	197232	58800	0	0	0	0	50	0	2816016	1	1
SSNA1	1722012	202	36	36414	9954	0	0	0	0	50	0	2675358	1	1
SSPN	157088	383	25	71442	22050	0	0	0	0	50	1	2400510	1	1
SSPO	455147	615	28	1541442	458304	0	0	0	0	9	0	981288	1	1
SSR1	755548	283	24	88200	23814	0	0	0	0	50	0	3137736	1	1
SSR2	1880483	213	32	54936	16884	0	0	0	0	50	0	2808288	1	1
SSR3	545591	679	10	57288	15288	0	0	0	0	50	0	2592240	1	1
SSR4	2103463	NaN	30	53508	15288	0	0	0	0	50	0	2470062	1	1
SSRP1	926574	191	-11	220836	55104	0	0	0	0	50	0	2070432	1	1
SSSCA1	3945819	202	45	58884	18732	0	0	0	0	50	0	2446332	1	1
SST	124494	431	13	33936	10794	0	0	0	0	50	1	2618784	1	1
SSTR1	49574	544	-46	112182	35994	0	0	0	0	50	0	2675064	1	1
SSTR2	238181	336	-7	108234	32130	0	0	0	0	50	0	2567502	1	1
SSTR3	845055	230	67	118020	40866	0	0	0	0	50	0	2009490	1	1
SSTR4	199022	554	-50	109284	38262	0	0	0	0	50	0	2429070	1	1
SSTR5	1154740	294	20	101934	36792	0	0	0	0	50	0	2912238	1	1
SSU72	1690623	248	29	60606	15120	0	0	0	0	50	0	2577834	1	1
SSX1	603602	NaN	5	61950	13020	0	0	0	0	50	1	2272704	1	1
SSX2	NaN	NaN	NaN	155484	32256	0	0	0	0	50	1	4709544	1	1
SSX2B	NaN	NaN	NaN	125496	24444	0	0	0	0	50	1	4701732	1	1
SSX2IP	335727	572	-6	193914	45108	0	0	0	0	50	0	1888782	1	1
SSX3	660654	NaN	14	66402	15120	0	0	0	0	50	1	2514960	1	1
SSX4	NaN	NaN	NaN	133392	24360	0	0	0	0	50	1	4701648	1	1
SSX4B	660654	NaN	14	133392	24360	0	0	0	0	50	1	2514960	1	1
SSX5	590474	NaN	11	73626	17346	0	0	0	0	50	0	2376780	1	1
SSX7	250163	NaN	25	61446	13524	0	0	0	0	50	0	2858940	1	1
ST13	894425	269	44	117222	28182	0	0	0	0	50	0	2792454	1	1
ST14	622463	276	19	260988	71652	0	0	0	0	50	2	2359854	1	1
ST18	155128	793	-15	321426	84798	0	0	0	0	50	2	2480646	1	1
ST20	228288	702	18	24444	7056	0	0	0	0	50	0	2195130	1	1
ST3GAL1	198193	357	24	103152	28770	0	0	0	0	50	0	2410716	1	1
ST3GAL2	935790	134	42	105630	29568	0	0	0	0	50	0	2906442	1	1
ST3GAL3	939679	230	33	137592	36666	0	0	0	0	50	0	2217978	1	1
ST3GAL4	349521	514	31	102018	27762	0	0	0	0	50	1	2890314	1	1
ST3GAL5	1164530	216	51	129486	34062	0	0	0	0	50	1	2643900	1	1
ST3GAL6	338260	516	10	103950	26082	0	0	0	0	50	2	2557548	1	1
ST5	519265	369	26	339486	100254	0	0	0	0	49	0	1824438	1	1
ST6GAL1	447917	433	32	123984	32382	0	0	0	0	50	2	2486106	1	1
ST6GAL2	52131	1042	-22	165186	48636	0	0	0	0	50	2	2853480	1	1
ST6GALNAC1	999845	191	31	179508	51702	0	0	0	0	50	1	2510466	1	1
ST6GALNAC2	1016866	197	24	112224	33558	0	0	0	0	50	0	2426088	1	1
ST6GALNAC3	259709	989	-11	94668	24528	0	0	0	0	50	0	2553306	1	1
ST6GALNAC4	1278941	201	51	90510	26544	0	0	0	0	50	2	2632056	1	1
ST6GALNAC5	319154	834	-17	101262	28140	0	0	0	0	50	0	2230452	1	1
ST6GALNAC6	1278941	201	51	100170	29106	0	0	0	0	50	2	2632056	1	1
ST7	507440	389	19	191436	49980	0	0	0	0	50	0	2444904	1	1
ST7L	561127	355	19	181146	48300	0	0	0	0	50	0	2546922	1	1
ST8SIA1	401092	910	-22	107478	29484	0	0	0	0	50	1	2120832	1	1
ST8SIA2	288853	578	-30	112518	32130	0	0	0	0	50	1	2972382	1	1
ST8SIA3	298355	599	9	114618	30912	0	0	0	0	50	2	2696400	1	1
ST8SIA4	24350	1122	36	108654	29694	0	0	0	0	50	0	2755956	1	1
ST8SIA5	292667	608	15	114492	31038	0	0	0	0	50	1	3014760	1	1
ST8SIA6	514060	523	-4	120582	33768	0	0	0	0	50	0	2644866	1	1
STAB1	1114087	192	48	781410	225204	0	0	0	0	50	0	2521386	1	1
STAB2	907417	599	10	789180	209748	0	0	0	0	21	0	1356600	1	1
STAC	151436	827	-17	125706	31920	0	0	0	0	50	1	2528442	1	1
STAC2	1426821	212	31	124824	35952	0	0	0	0	50	0	2319198	1	1
STAC3	2162032	238	58	115038	28350	0	0	0	0	50	0	2841762	1	1
STAG1	245682	512	22	395136	97398	0	0	0	0	50	0	2797326	1	1
STAG2	338292	NaN	7	400176	96138	0	0	0	0	50	1	2582958	1	1
STAG3	1382416	198	55	377748	102816	0	0	0	0	50	0	2045946	1	1
STAG3L1	NaN	NaN	NaN	63966	16926	0	0	0	0	50	1	4694214	1	1
STAG3L2	745065	173	55	43008	11046	0	0	0	0	50	1	2549316	1	1
STAG3L3	661753	332	50	43218	10836	0	0	0	0	50	0	2101428	1	1
STAG3L4	349765	556	55	46914	12180	0	0	0	0	50	0	1723554	1	1
STAM	488136	364	7	167538	43512	0	0	0	0	50	1	3044160	1	1
STAM2	394536	218	24	163464	41916	0	0	0	0	50	0	2385810	1	1
STAMBP	1124858	404	43	129864	35322	0	0	0	0	50	0	2348262	1	1
STAMBPL1	175317	289	20	135786	34440	0	0	0	0	50	0	2189628	1	1
STAP1	128996	689	35	93198	22974	0	0	0	0	50	0	2768640	1	1
STAP2	2122615	220	27	137382	39270	0	0	0	0	50	0	2814630	1	1
STAR	705837	277	46	87024	24108	0	0	0	0	50	0	2735166	1	1
STARD10	529647	207	50	88746	24150	0	0	0	0	50	0	2203194	1	1
STARD13	157153	583	41	348852	97566	0	0	0	0	50	0	2102058	1	1
STARD3	1224964	213	33	141792	35490	0	0	0	0	50	0	2165142	1	1
STARD3NL	161770	578	11	73668	19194	0	0	0	0	50	0	2336208	1	1
STARD4	181104	636	26	64470	15918	0	0	0	0	50	0	2296266	1	1
STARD5	245396	787	28	65604	18060	0	0	0	0	50	1	2392278	1	1
STARD6	99256	451	41	68712	17220	0	0	0	0	50	1	3083682	1	1
STARD7	850399	251	48	113148	30618	0	0	0	0	50	1	2876958	1	1
STARD8	172747	NaN	15	326928	97440	0	0	0	0	50	0	2320458	1	1
STARD9	NaN	NaN	NaN	1389402	403956	0	0	0	0	50	1	5081244	1	1
STAT1	529053	318	42	238686	56910	0	0	0	0	50	0	2211468	1	1
STAT2	2869106	184	52	262290	71358	0	0	0	0	50	0	2989224	1	1
STAT3	2140948	160	32	242550	60858	0	0	0	0	50	0	2399754	1	1
STAT4	529053	318	19	236208	58380	0	0	0	0	50	1	2543394	1	1
STAT5A	2072592	190	33	243222	66360	0	0	0	0	50	0	2264724	1	1
STAT5B	2101162	190	31	242340	64596	0	0	0	0	50	0	2549820	1	1
STAT6	2122802	172	52	257040	74088	0	0	0	0	50	0	2264976	1	1
STATH	9753	991	-4	21504	4830	0	0	0	0	50	0	2202984	1	1
STAU1	877789	147	49	176862	49938	0	0	0	0	50	0	2816814	1	1
STAU2	261922	447	16	189798	50484	0	0	0	0	50	1	2383332	1	1
STBD1	416594	436	26	106092	30114	0	0	0	0	50	3	3022278	1	1
STC1	321715	555	14	74592	20664	0	0	0	0	50	1	2722692	1	1
STC2	471196	519	41	90510	25536	0	0	0	0	50	0	2765238	1	1
STEAP1	128669	1182	-10	103488	27300	0	0	0	0	50	1	3060246	1	1
STEAP2	132955	1140	6	150318	41580	0	0	0	0	50	0	2304960	1	1
STEAP3	176742	558	14	144018	46620	0	0	0	0	50	0	2246538	1	1
STEAP4	155853	454	-6	135534	40362	0	0	0	0	50	1	2265228	1	1
STH	365925	469	18	37926	11340	0	0	0	0	50	0	2790270	1	1
STIL	321135	366	6	391188	104118	0	0	0	0	50	0	2106636	1	1
STIM1	409663	476	31	208110	56742	0	0	0	0	50	2	2231586	1	1
STIM2	116073	934	37	234528	62328	0	0	0	0	50	0	2558010	1	1
STIP1	1602391	278	57	170646	41538	0	0	0	0	50	0	2461494	1	1
STK10	329023	272	49	297528	77826	0	0	0	0	50	0	2190804	1	1
STK11	2214581	234	29	132132	36456	0	0	0	0	50	0	2416848	1	1
STK11IP	548994	487	35	325416	102732	0	0	0	0	50	0	2938950	1	1
STK16	694442	193	44	92568	26124	0	0	0	0	50	2	2702322	1	1
STK17A	655380	310	23	125748	34146	0	0	0	0	50	1	3001572	1	1
STK17B	140953	373	14	114702	29820	0	0	0	0	50	0	2191938	1	1
STK19	2314693	203	34	113484	35952	0	0	0	0	50	0	2739156	1	1
STK24	513130	468	59	140742	37674	0	0	0	0	50	0	1962870	1	1
STK25	1215841	426	39	130452	36498	0	0	0	0	50	0	2341920	1	1
STK3	332778	550	25	154896	36120	0	0	0	0	50	0	3033618	1	1
STK31	367849	441	14	319956	77700	0	0	0	0	50	1	2262540	1	1
STK32A	95084	839	-7	129822	30198	0	0	0	0	50	0	2458302	1	1
STK32B	66595	613	12	130200	32466	0	0	0	0	50	0	2553978	1	1
STK32C	148625	280	4	148260	41370	0	0	0	0	50	0	2125662	1	1
STK33	314196	551	13	161238	38976	0	0	0	0	50	2	2641716	1	1
STK35	505026	539	32	153594	50148	0	0	0	0	50	0	2518152	1	1
STK36	1033606	269	43	390936	119616	0	0	0	0	50	1	2758476	1	1
STK38	942238	148	37	147924	34776	0	0	0	0	50	0	2570526	1	1
STK38L	555677	345	37	147630	34692	0	0	0	0	50	2	2513742	1	1
STK39	135182	980	-1	170058	44898	0	0	0	0	50	1	2450994	1	1
STK4	938230	294	42	151914	37842	0	0	0	0	50	0	3396246	1	1
STK40	636943	212	28	132216	37632	0	0	0	0	50	0	2472540	1	1
STMN1	801428	221	31	61656	15834	0	0	0	0	50	0	2592660	1	1
STMN2	147465	518	-12	56238	14070	0	0	0	0	50	2	3065496	1	1
STMN3	1094905	193	54	55860	14826	0	0	0	0	50	1	2895270	1	1
STMN4	360513	561	6	68670	16380	0	0	0	0	50	2	2700516	1	1
STOM	580458	388	39	87108	25410	0	0	0	0	50	3	2661456	1	1
STOML1	337765	439	34	116340	37758	0	0	0	0	50	1	2470986	1	1
STOML2	945481	350	41	106512	33222	0	0	0	0	50	0	2641926	1	1
STOML3	181679	1010	-2	90510	26796	0	0	0	0	50	1	2248512	1	1
STON1	NaN	NaN	NaN	220458	59514	0	0	0	0	50	1	4736802	1	1
STON1-GTF2A1L	75084	934	-3	355992	96474	0	0	0	0	50	0	2499756	1	1
STON2	203328	364	-1	268170	76062	0	0	0	0	50	1	3366678	1	1
STOX1	916932	216	43	296226	80262	0	0	0	0	50	0	2960664	1	1
STOX2	169045	458	-14	273294	78624	0	0	0	0	50	1	2188116	1	1
STRA13	3814891	211	28	20202	5754	0	0	0	0	14	0	452466	1	1
STRA6	530359	220	45	203574	64050	0	0	0	0	50	0	2396688	1	1
STRA8	425774	594	40	102144	26754	0	0	0	0	50	0	2661582	1	1
STRADA	1097630	319	10	139104	37296	0	0	0	0	50	0	1986432	1	1
STRADB	468064	491	26	129402	34524	0	0	0	0	50	0	2983428	1	1
STRAP	323662	534	22	109158	28056	0	0	0	0	50	0	2991618	1	1
STRBP	341358	431	29	205800	56658	0	0	0	0	50	0	2885988	1	1
STRC	784339	198	44	512946	172746	0	0	0	0	50	1	2612316	1	1
STRN	580141	370	0	241038	63000	0	0	0	0	50	0	2360274	1	1
STRN3	431319	370	14	244398	65814	0	0	0	0	50	0	2707152	1	1
STRN4	1166804	224	36	229572	67536	0	0	0	0	50	0	2227890	1	1
STS	61317	NaN	23	176232	49056	0	0	0	0	50	0	2264388	1	1
STT3A	391073	595	23	215796	59640	0	0	0	0	50	0	2583000	1	1
STT3B	270559	511	-4	253092	66822	0	0	0	0	50	0	2490474	1	1
STUB1	1207790	194	33	93786	24402	0	0	0	0	50	0	2655534	1	1
STX10	1948449	221	41	77070	20832	0	0	0	0	50	0	2530248	1	1
STX11	298896	322	23	85428	23940	0	0	0	0	50	0	2839662	1	1
STX12	726175	202	30	87612	21126	0	0	0	0	50	0	2230872	1	1
STX16	1026997	504	15	99918	27342	0	0	0	0	50	0	2289336	1	1
STX17	244386	519	14	93240	24822	0	0	0	0	50	1	2449272	1	1
STX18	140686	633	44	105924	26376	0	0	0	0	50	0	1800666	1	1
STX19	85529	1378	-18	90426	21840	0	0	0	0	50	2	2376360	1	1
STX1A	1082063	214	54	93744	20286	0	0	0	0	50	1	2923410	1	1
STX1B	1398193	247	40	91098	22680	0	0	0	0	50	0	3106152	1	1
STX2	218767	440	-19	99876	24486	0	0	0	0	50	0	2380434	1	1
STX3	395993	494	8	96768	24192	0	0	0	0	50	0	2318820	1	1
STX4	1398193	247	40	93282	24402	0	0	0	0	50	0	3106152	1	1
STX5	2405109	248	44	108990	30618	0	0	0	0	50	0	2331588	1	1
STX6	217489	398	22	80094	20202	0	0	0	0	50	1	2326506	1	1
STX7	180943	618	12	83202	20370	0	0	0	0	50	0	2267328	1	1
STX8	84658	634	-10	73878	19236	0	0	0	0	50	2	2926560	1	1
STXBP1	1015071	168	40	196602	51996	0	0	0	0	50	0	3335388	1	1
STXBP2	688482	384	31	182238	51870	0	0	0	0	50	0	2672124	1	1
STXBP3	772267	191	9	188034	45444	0	0	0	0	50	0	2468760	1	1
STXBP5	94997	696	-5	353094	95970	0	0	0	0	50	0	2347758	1	1
STXBP5L	319082	785	-8	365190	97104	0	0	0	0	50	0	2473128	1	1
STXBP6	259495	800	-3	66150	16128	0	0	0	0	50	0	2375940	1	1
STYK1	408572	432	0	128226	36204	0	0	0	0	50	0	2451330	1	1
STYX	310977	213	19	73668	16548	0	0	0	0	50	0	2356410	1	1
STYXL1	1072825	218	49	97776	24822	0	0	0	0	50	0	2536128	1	1
SUB1	487935	442	22	40950	9324	0	0	0	0	50	2	2538690	1	1
SUCLA2	322899	636	35	142380	38304	0	0	0	0	50	0	2101134	1	1
SUCLG1	293337	672	-17	104580	30618	0	0	0	0	50	2	2289420	1	1
SUCLG2	66926	891	7	146706	40152	0	0	0	0	50	1	2516934	1	1
SUCNR1	200470	526	2	99456	28182	0	0	0	0	50	0	2791320	1	1
SUDS3	635715	823	32	104790	25116	0	0	0	0	50	0	2543856	1	1
SUFU	872436	165	36	147882	42000	0	0	0	0	50	0	2399922	1	1
SUGT1	307262	469	26	117222	27678	0	0	0	0	50	0	2503872	1	1
SULF1	137404	578	-19	272118	67074	0	0	0	0	50	1	2783676	1	1
SULF2	266328	588	41	269892	69426	0	0	0	0	50	0	2320710	1	1
SULT1A1	1141256	269	53	107016	27048	0	0	0	0	50	1	2661792	1	1
SULT1A2	1141256	269	53	91938	23730	0	0	0	0	50	1	2661792	1	1
SULT1A3	NaN	NaN	NaN	183372	47460	0	0	0	0	50	1	4724748	1	1
SULT1A4	1906000	253	52	183372	47460	0	0	0	0	50	0	2232048	1	1
SULT1B1	14468	1020	1	94332	21462	0	0	0	0	50	0	2481570	1	1
SULT1C2	361432	609	-10	103866	24402	0	0	0	0	50	0	1691634	1	1
SULT1C3	354622	708	-17	96516	21672	0	0	0	0	50	2	1712466	1	1
SULT1C4	361799	483	-2	95760	21798	0	0	0	0	50	0	2732478	1	1
SULT1E1	9735	1009	4	94038	21000	0	0	0	0	50	0	2680062	1	1
SULT2A1	881316	336	39	90006	20622	0	0	0	0	50	0	2655072	1	1
SULT2B1	1590428	242	33	114030	30870	0	0	0	0	50	0	2444526	1	1
SULT4A1	157623	473	13	88368	22386	0	0	0	0	50	1	2660742	1	1
SULT6B1	545763	253	35	84294	19530	0	0	0	0	50	0	2658138	1	1
SUMF1	155099	172	10	113064	32970	0	0	0	0	50	0	2554440	1	1
SUMF2	738325	642	4	124950	33306	0	0	0	0	50	0	2862384	1	1
SUMO1	371912	192	41	33516	7308	0	0	0	0	50	0	2345280	1	1
SUMO2	1511891	168	25	30744	7056	0	0	0	0	50	0	2201388	1	1
SUMO3	690574	213	62	33012	7812	0	0	0	0	50	0	1909278	1	1
SUMO4	NaN	NaN	NaN	28980	7560	0	0	0	0	31	1	2068458	1	1
SUN1	642960	310	29	256368	72618	0	0	0	0	50	0	2773848	1	1
SUN2	1291659	272	73	215712	64260	0	0	0	0	50	0	1984248	1	1
SUN5	461222	461	40	120288	29904	0	0	0	0	50	0	2902830	1	1
SUOX	2080397	229	31	157500	50400	0	0	0	0	50	0	2394000	1	1
SUPT16H	713944	380	38	328860	79884	0	0	0	0	50	0	2905392	1	1
SUPT3H	68471	830	4	115122	28140	0	0	0	0	50	1	2590224	1	1
SUPT4H1	782135	399	22	37212	9660	0	0	0	0	9	0	689178	1	1
SUPT5H	1410725	230	39	335706	90678	0	0	0	0	50	0	3268608	1	1
SUPT6H	1673468	208	36	535374	135576	0	0	0	0	50	0	2440662	1	1
SUPT7L	1192074	306	43	124866	34524	0	0	0	0	50	1	3399480	1	1
SUPV3L1	732419	168	40	239400	65646	0	0	0	0	50	3	2084460	1	1
SURF1	1827885	416	28	90972	27594	0	0	0	0	50	1	2022762	1	1
SURF2	1827885	416	28	78876	21294	0	0	0	0	50	1	2022762	1	1
SURF4	1827885	416	28	81858	22722	0	0	0	0	50	1	2022762	1	1
SURF6	1846659	416	36	106302	32802	0	0	0	0	50	0	1859172	1	1
SUSD1	536415	164	32	227766	63420	0	0	0	0	50	0	2307186	1	1
SUSD2	744077	202	44	245154	73248	0	0	0	0	50	1	2640582	1	1
SUSD3	504920	448	61	75642	23394	0	0	0	0	50	0	2295510	1	1
SUSD4	464408	581	-4	162582	46326	0	0	0	0	50	0	2469726	1	1
SUSD5	496534	256	21	184044	56112	0	0	0	0	50	1	2135826	1	1
SUV39H1	824559	NaN	27	124320	34566	0	0	0	0	50	1	2877798	1	1
SUV39H2	255711	396	38	107310	27384	0	0	0	0	50	1	2431170	1	1
SUV420H1	1059031	161	51	270270	70434	0	0	0	0	50	0	2339274	1	1
SUV420H2	1028808	209	19	133266	45276	0	0	0	0	50	0	2146704	1	1
SUZ12	717248	310	27	229278	58002	0	0	0	0	50	0	3224634	1	1
SV2A	798975	560	17	222264	64134	0	0	0	0	50	0	2702406	1	1
SV2B	457413	624	1	209790	54306	0	0	0	0	50	0	2400636	1	1
SV2C	171171	858	16	222894	58464	0	0	0	0	50	0	2055396	1	1
SVIL	138938	504	1	667338	187572	0	0	0	0	16	0	923706	1	1
SVIP	52085	1031	2	24528	6720	0	0	0	0	4	0	259140	1	1
SVOP	574926	NaN	32	92274	27048	0	0	0	0	50	0	3116358	1	1
SVOPL	256342	480	9	148848	44562	0	0	0	0	50	0	2410212	1	1
SWAP70	545476	179	25	183960	43344	0	0	0	0	50	0	2631342	1	1
SYAP1	295989	NaN	32	110502	26964	0	0	0	0	50	2	2378796	1	1
SYBU	133930	623	11	198492	57666	0	0	0	0	50	0	2219784	1	1
SYCE1	563924	525	-10	115836	28434	0	0	0	0	50	0	2096766	1	1
SYCE1L	NaN	NaN	NaN	77112	19782	0	0	0	0	50	1	4697070	1	1
SYCE2	1886809	335	40	70896	17682	0	0	0	0	50	0	2146032	1	1
SYCN	1652029	286	26	39060	12978	0	0	0	0	50	0	2487366	1	1
SYCP1	601139	601	2	315462	69468	0	0	0	0	50	0	2859444	1	1
SYCP2	73470	842	-30	488292	112098	0	0	0	0	50	0	2386986	1	1
SYCP2L	269928	483	20	260484	61446	0	0	0	0	50	0	2865450	1	1
SYCP3	344663	338	12	81564	16338	0	0	0	0	50	0	2686866	1	1
SYDE1	703673	419	1	208278	73710	0	0	0	0	50	0	2086560	1	1
SYDE2	367677	468	1	355278	99708	0	0	0	0	50	1	2855622	1	1
SYF2	613835	460	36	76944	18564	0	0	0	0	50	0	2807364	1	1
SYK	126037	542	32	195384	51576	0	0	0	0	50	0	2874900	1	1
SYMPK	883734	203	39	380100	114954	0	0	0	0	50	0	2326380	1	1
SYN1	775214	NaN	38	207270	65646	0	0	0	0	50	0	2779686	1	1
SYN2	330718	424	21	180222	54642	0	0	0	0	50	0	2583168	1	1
SYN3	259538	520	-72	175308	50358	0	0	0	0	50	1	3265038	1	1
SYNC	1452351	195	34	150780	41874	0	0	0	0	50	0	3360588	1	1
SYNCRIP	393389	384	14	194544	51912	0	0	0	0	50	0	2633652	1	1
SYNE1	79159	579	3	2717484	692832	0	0	0	0	3	0	766542	1	1
SYNE2	525935	430	41	2146830	528276	0	0	0	0	6	0	880530	1	1
SYNGAP1	1419781	236	31	395976	121128	0	0	0	0	50	0	2376150	1	1
SYNGR1	932556	250	69	89754	25788	0	0	0	0	50	0	2395806	1	1
SYNGR2	527017	217	27	67200	19614	0	0	0	0	50	1	2528736	1	1
SYNGR3	1747301	183	46	66360	22092	0	0	0	0	50	0	2257794	1	1
SYNGR4	1478750	217	36	69804	20790	0	0	0	0	50	0	3690162	1	1
SYNJ1	355341	345	65	493206	136920	0	0	0	0	50	0	2472162	1	1
